SALES_ITEM_SK,SALES_ITEM_KEY,SALES_ITEM_DESC,SALES_ITEM_NM,SALES_ITEM_CATEGORY,PRODUCT_ITEM_NAME,PRODUCT_TYPE,MENU_TYPE,BUNDLE_TYPE,EVENT,DISCONTINUED_DATE,MODIFIED_TS,MEAT_BLOCK_FK,DIM_MARKET_FK
1157,913347,1-for-1 Popcorn Chicken,1 for 1 (Popcorn Chicken),Non-COB Protein,Popcorn Chicken,Permanent,LTO: Partnership,Ala Carte,NULL,NULL,47:12.1,17,1
1158,913352,1 Rendang Rice Bucket,1 Rendang Rice Bucket,Bowls & Rice,Rendang Rice Bucket,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1159,913353,1 Rendang Rice Bucket Meal - 1 Rendang Rice Bucket - 1 reg Pepsi (open for drink change / trade-up),1 Rendang Rice Bucket Meal,Bowls & Rice,Rendang Rice Bucket,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,07:10.0,1,1
1160,913354,1 Rendang Rice Bucket Meal - 1 Rendang Rice Bucket - 1 med Pepsi (open for drink change / trade-up),1 Rendang Rice Bucket Meal,Bowls & Rice,Rendang Rice Bucket,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,07:10.0,1,1
1161,913355,Rendang Gravy,Rendang Gravy,Sides,Sauces/Dressing,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1162,913360,SS Coupon - 5pcs COB Meal,5pcs Meal (Coupon),Chicken-on-bone,Classic COB,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,6,1
1163,913361,1pc Shoyu Sansho with 1 Regular SJORA - 1 pc Chicken (choice of O.R | HC or SS) - 1 reg Sjora (open for drink change / trade-up),1pc Shoyo Sansho Chicken,Chicken-on-bone,Shoyu Sansho Chicken,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,53:55.1,21,1
1164,913362,SS Coupon - 3pcs Wing Meal,3pcs Wings Meal,Chicken-on-bone,Chicken Wing (COB),Permanent,LTO: LSM,Ala Carte,NULL,NULL,53:55.1,21,1
1165,913363,6pcs Nuggets,6pcs Nuggets,Non-COB Protein,Nugget,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,47:12.1,10,1
1166,913364,- 1 Zinger Burger - 1 reg Whipped Potato - 1 reg Sjora ,1 Zinger Meal (Coupon),Portables,Zinger Burger,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,13,1
1167,913365,FR I MILO -R,Free Milo (Reg),Beverage,Milo,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,1,1
1168,913372,8+8 Chicken Bucket  - 8 pcs Chicken (choice of O.R. / H.C.) - 8 pcs Crispy Tenders - 2 tubs Sweet Mustard Sauce,8+8 Bucket (COB),Chicken-on-bone,Classic COB,Permanent,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1169,913373,Rendang Rice Bucket Buddy Meal - 1 Rendang Rice Bucket - 3 pcs Chicken (choice of O.R. / H.C.) - 4 pcs Crispy Tenders (w/ 1 tub Sweet Mustard Sauce) - 1 med Whipped Potato,1 Rendang Rice Bucket Buddy Meal,Bowls & Rice,Rendang Rice Bucket,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,07:10.0,1,1
1170,913374,1 Rendang Rice Bucket,1 Rendang Rice Bucket,Bowls & Rice,Rendang Rice Bucket,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1171,913375,Rendang Sauce,Rendang Sauce,Sides,Sauces/Dressing,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1172,913376,2 med Whipped Potato,2 Whipped Potato (Med),Sides,Whipped Potato,Permanent,Permanent: Standard,Add-on,NULL,NULL,47:12.1,1,1
1173,913377,APP - 2 med Whipped Potato,2 Whipped Potato (Med),Sides,Whipped Potato,Permanent,Permanent: Standard,Add-on,NULL,NULL,47:12.1,1,1
1174,913384,$2 ADD-ON CHICKEN (with very Rice Bucket Meal purchase),1pc COB (Add On),Chicken-on-bone,Classic COB,Permanent,Permanent: Value,Add-on,NULL,NULL,47:12.1,6,1
1175,913391,50% off 2nd Set a.m. Original Recipe Platter (w/ Bacon) - 2 Original Recipe Platter - 2 Bacon,1 O.R Platter Meal (50% Off for 2nd set),Platters & Pancakes,Original Recipe Platter,Permanent,LTO: Occasional,Individual Meal,NULL,NULL,07:10.0,15,1
1176,913392,50% off 2nd Set a.m. Original Recipe Platter - 2 Original Recipe Platter,1 O.R Platter Meal (50% Off for 2nd set),Platters & Pancakes,Original Recipe Platter,Permanent,LTO: Occasional,Individual Meal,NULL,NULL,07:10.0,15,1
1177,913399,FREE 1 pc Classic Egg Tart,1 Egg Tart (Free),Sides,Egg Tart,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,1,1
1178,913406,- 1 Zinger  - 1 pc COB (OR) - 1 reg Whipped Potato  - 1 reg Fries  - 1 med Pepsi ,1 Zinger + 1pc (COB) Box (T1),Portables,Zinger Burger,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,13,1
1179,913407,- 1 Zinger  - 1 pc COB (HC) - 1 reg Whipped Potato  - 1 reg Fries  - 1 med Pepsi ,1 Zinger + 1pc (COB) Box (T1),Portables,Zinger Burger,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,13,1
1180,913412,- 6 pcs Nuggets - 1 tub BBQ Sauce,Delivery Late Voucher,Non-COB Protein,Nugget,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,10,1
1181,913418,Curry Crunch Buddy Meal - 4 pcs COB (choice of C.C. / O.R. /H.C.) - 2 pcs Crispy Tenders - 4 pcs Nuggets (w/ 1 tub BBQ Sauce) - 2 med Whipped Potato,4pcs Buddy Meal (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,53:55.1,21,1
1182,913419,Zinger Hearty Variety Box - 4 pcs COB (choice of C.C. / O.R. /H.C.) - 1 Zinger - 4 pcs Crispy Tenders (w/ 1 tub Sweet Mustard Sauce) - 6 pcs Nuggets (w/ 1 tub BBQ Sauce) - 1 med Whipped Potato,4pcs (Curry Crunch) + 1 Zinger Hearty Variety Box,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Group Meal,NULL,NULL,53:55.1,21,1
1183,913420,Pockett Bandito Hearty Variety Box - 4 pcs COB (choice of C.C. / O.R. /H.C.) - 1 Pockett Bandito - 4 pcs Crispy Tenders (w/ 1 tub Sweet Mustard Sauce) - 6 pcs Nuggets (w/ 1 tub BBQ Sauce) - 1 med Whipped Potato,4pcs (Curry Crunch) + 1 Pockett Bandito Hearty Variety Box,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Group Meal,NULL,NULL,53:55.1,21,1
1184,913421,Cheesy BBQ Meltz Hearty Variety Box - 4 pcs COB (choice of C.C. / O.R. /H.C.) - 1 Cheesy BBQ Meltz - 4 pcs Crispy Tenders (w/ 1 tub Sweet Mustard Sauce) - 6 pcs Nuggets (w/ 1 tub BBQ Sauce) - 1 med Whipped Potato,4pcs (Curry Crunch) + 1 Cheezy BBQ Meltz Hearty Variety Box,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Group Meal,NULL,NULL,53:55.1,21,1
1185,913422,Variety Feast - 8 pcs COB (choice of C.C. / O.R. /H.C.) - 6 pcs Crispy Tenders - 9 pcs Nuggets (w/ 1 tub BBQ Sauce) - 3 med Whipped Potato,8pcs Variety Feast (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Group Meal,NULL,NULL,53:55.1,21,1
1186,913423,Mega Meal - 15 pcs COB (choice of C.C. / O.R. /H.C.) - 12 pcs Nuggets (w/ 2 tubs BBQ Sauce) - 2 Popcorn Chicken - 4 med Whipped Potato,15pcs Mega Feast (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Group Meal,NULL,NULL,53:55.1,21,1
1187,913424,XXL Feast - 20 pcs COB (choice of C.C. / O.R. /H.C.) - 20 pcs Nuggets (w/ 2 tubs BBQ Sauce) - 3 Popcorn Chicken - 5 med Whipped Potato,20pcs XXL Feast (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Group Meal,NULL,NULL,53:55.1,21,1
1188,913426,Classic Egg Tarts (6 pcs),6 Egg Tarts (Buy 5 get 1 Free),Sides,Egg Tart,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
1189,913427,Classic Egg Tarts (6 pcs) - APP,6 Egg Tarts (Buy 5 get 1 Free),Sides,Egg Tart,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
1190,913428,8+8 Chicken Bucket  - 8 pcs Chicken (choice of O.R. / H.C.) - 8 pcs Crispy Tenders - 2 tubs Sweet Mustard Sauce,8+8 Chicken Bucket (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,47:07.4,21,1
1191,913429,1 tub Curry Sauce (4oz),Curry Sauce,Sides,Sauces/Dressing,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1192,913430,1 tub Curry Sauce (4oz),Curry Sauce,Sides,Sauces/Dressing,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1193,913432,20 pcs Nuggets,20pcs Nuggets (Monday),Non-COB Protein,Nugget,Permanent,LTO: Occasional,Ala Carte,NULL,NULL,47:12.1,10,1
1194,913433,-6 pc OR,6pcs (COB) Chicken Tuesday,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,6,1
1195,913434,-6 pc HC,6pcs (COB) Chicken Tuesday,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,6,1
1196,913435,2 Cheese Fries,2 Cheese Fries,Sides,Cheese Fries,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,1,1
1197,913436,2 med Whipped Potato,2 Whipped Potato (Med),Sides,Whipped Potato,Permanent,Permanent: Occasional,Add-on,NULL,NULL,47:12.1,1,1
1198,913437,2 med French Fries,2 French Fries (Med),Sides,French Fries,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,1,1
1199,913443,"Curry Crunch Meal - 2 pcs Curry Crunch (choice of CC, OR or HC) - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Coleslaw (open for Sides trade-up/change) - 1 reg Sjora (open for drink change / trade-up",2pcs Meal (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,53:55.1,21,1
1200,913444,"Curry Crunch Box - 2 pcs Curry Crunch (choice of CC, OR or HC) - 2 pcs Crispy Tenders - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Fries (open for Sides trade-up/change) - 1 reg Sjora (open for drink change / trade-up)",2pcs Box (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Box Meal,NULL,NULL,53:55.1,21,1
1201,913445,"Curry Crunch Family Feast - 8 pcs Chicken (choice of CC, OR or HC) - 20 pcs Nuggets (w 4 tubs Smoky Chipotle BBQ Sauce) - 2 med Coleslaw (open for Sides trade-up / change) - 2 med Whipped Potato (open for Sides trade-up / change) - 4 reg Sjora (open for drink change / trade-up)",8pcs Family Feast  (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Group Meal,NULL,NULL,53:55.1,21,1
1202,913446,"(T1, Taka, OC, FEP, Parklane) Curry Crunch Meal  - 2 pcs Curry Crunch (choice of CC, OR or HC) - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Coleslaw (open for Sides trade-up/change) - 1 med Sjora (open for drink change / trade-up)",2pcs Meal (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,53:55.1,21,1
1203,913447,"(T1, Taka, OC, FEP, Parklane)Curry Crunch Box  - 2 pcs Curry Crunch (choice of CC, OR or HC) - 2 pcs Crispy Tenders - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Fries (open for Sides trade-up/change) - 1 med Sjora (open for drink change / trade-up)",2pcs Box (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Box Meal,NULL,NULL,53:55.1,21,1
1204,913448,"(T1, Taka, OC, FEP, Parklane) Curry Crunch Family Feast  - 8 pcs Chicken (choice of CC, OR or HC) - 20 pcs Nuggets (w 4 tubs Smoky Chipotle BBQ Sauce) - 2 med Coleslaw (open for Sides trade-up / change) - 2 med Whipped Potato (open for Sides trade-up / change) - 4 med Sjora (open for drink change / trade-up)","8pcs Family Feast (Curry Crunch) (T1,Taka,OC,FEP,Parklane)",Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Group Meal,NULL,NULL,53:55.1,21,1
1205,913449,1 pc Curry Crunch,1pc Curry Crunch,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,53:55.1,21,1
1206,913450,Add-on 1 pc Curry Crunch,1pc Curry Crunch,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Add-on,NULL,NULL,53:55.1,21,1
1207,913451,1pc HC > 1pc CC,H.C > Curry Crunch,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Change,NULL,NULL,07:10.0,1,1
1208,913452,Classic Egg Tarts (6 pcs),6 Egg Tarts (Buy 5 get 1 Free),Sides,Egg Tart,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
1209,913453,Add-on 1 Curry Sauce (4 oz),Curry Sauce,Sides,Sauces/Dressing,LTO,Permanent: Standard,Add-on,NULL,NULL,47:12.1,1,1
1210,913468,Curry Crunch Sampler Set - 1 pc Curry Crunch - 1 reg Sjora (open for drink change / trade-up),1pc Curry Crunch (Sample),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,53:55.1,21,1
1211,913469,(Colonel) 1 pc Curry Crunch & Burger Meal - 1 pc Curry Crunch - 1 Colonel Burger - 1 reg Sjora (open for drink change / trade-up),1pc (Curry Crunch) + 1 Colonel Meal,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,53:55.1,21,1
1212,913470,(Shrooms) 1 pc Curry Crunch & Burger Meal - 1 pc Curry Crunch - 1 Shrooms Burger - 1 reg Sjora (open for drink change / trade-up),1pc (Curry Crunch) + 1 Colonel Meal,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,53:55.1,21,1
1213,913471,(Tenders) 1 pc Curry Crunch & Burger Meal - 1 pc Curry Crunch - 1 Crispy Tenders Burger - 1 reg Sjora (open for drink change / trade-up),1pc (Curry Crunch) + 1 Colonel Meal,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Individual Meal,NULL,NULL,53:55.1,21,1
1214,913472,"Curry Crunch Buddy Meal - 5 pcs Curry Crunch (choice of CC, OR or HC) - 2 reg Whipped Potato (open for Sides trade-up/change) - 2 reg Sjora (open for drink change / trade-up)",5pcs Buddy Meal (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,53:55.1,21,1
1215,913473,"Curry Rice + 3pcs Buddy Meal - 3 pcs Curry Crunch (choice of CC, OR or HC) - 1 Curry Rice Bucket - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Sjora (open for drink change / trade-up)",3pcs Buddy Meal (Curry Crunch) + Curry Rice,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,53:55.1,21,1
1216,913474,"Original Rice + 3pcs Buddy Meal - 3 pcs Curry Crunch (choice of CC, OR or HC) - 1 Original Recipe Rice Bucket - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Sjora (open for drink change / trade-up",3pcs Buddy Meal (Curry Crunch) + Original Rice,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,53:55.1,21,1
1217,913475,"Rendang Rice + 3pcs Buddy Meal - 3 pcs Curry Crunch (choice of CC, OR or HC) - 1 Rendang Rice Bucket - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Sjora (open for drink change / trade-up)",3pcs Buddy Meal (Curry Crunch) + Rendang Rice,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Buddy Meal,NULL,NULL,53:55.1,21,1
1218,913476,6pcs Nuggets,6pcs Nuggets (Coupon),Non-COB Protein,Nugget,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,47:12.1,10,1
1219,913477,2 Burgers for $4 (Colonel & Shrooms) - 1 Colonel Burger - 1 Shrooms Burger,2 Burgers for $4 (Coupon),Portables,Colonel/Shrooms/Tender Burger,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,15,1
1220,913478,2 Burgers for $4 (Colonel & Tenders) - 1 Colonel Burger - 1 Crispy Tenders Burger,2 Burgers for $4 (Coupon),Portables,Colonel/Shrooms/Tender Burger,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,15,1
1221,913479,2 Burgers for $4 (Shrooms & Tenders) - 1 Shrooms Burger - 1 Crispy Tenders Burger,2 Burgers for $4 (Coupon),Portables,Colonel/Shrooms/Tender Burger,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,15,1
1222,913480,3 pcs Wing Meal - 3 pcs Wing - 1 reg Whipped Potato - 1 reg Sjora (open for drink change / trade-up),3pcs Wings Meal,Chicken-on-bone,Chicken Wing (COB),Permanent,LTO: LSM,Individual Meal,NULL,NULL,53:55.1,21,1
1223,913481,(Coupon) a.m. Original Recipe Meal - 1 Original Recipe Platter - 1 reg Iced Milo (open for drink change / trade-up),1 O.R Platter Meal (Coupon),Platters & Pancakes,Original Recipe Platter,Permanent,LTO: Occasional,Individual Meal,NULL,NULL,07:10.0,15,1
1224,913496,POPCORN SNK,Popcorn Snackers,Non-COB Protein,Popcorn Chicken,Permanent,Permanent: Value,Snacker,NULL,NULL,47:12.1,17,1
1225,913500,1 Curry Rice,1 Curry Rice Bowl,Bowls & Rice,Curry Rice Bowl,Permanent,Permanent: Value,Individual Meal,NULL,NULL,47:12.1,17,1
1226,913510,1pc OR > 1pc CC,O.R > Curry Crunch,Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Change,NULL,NULL,07:10.0,1,1
1227,913519,Regular Fries,1 French Fries (Reg) ($1),Sides,French Fries,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,1,1
1228,913520,2pcs Wings,2pcs Wings,Chicken-on-bone,Chicken Wing (COB),Permanent,LTO: LSM,Ala Carte,NULL,NULL,53:55.1,21,1
1229,913521,1 Med Pepsi,Pepsi_Med (Free),Beverage,Pepsi,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,1,1
1230,913528,(OR)10 pcs Chicken,10pcs COB,Chicken-on-bone,Classic COB,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,6,1
1231,913529,(HC)10 pcs Chicken,10pcs COB,Chicken-on-bone,Classic COB,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,6,1
1232,913530,10pcs COB,10pcs All-Chicken Bucket,Chicken-on-bone,Classic COB,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,6,1
1233,913531,15pcs COB,15pcs Mega Feast (COB),Chicken-on-bone,Classic COB,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,6,1
1234,913532,21pcs COB,21pcs All-Chicken Bucket,Chicken-on-bone,Classic COB,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,6,1
1235,913536,NDP MK1,NDP MK1,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1236,913537,NDP MK2,NDP MK2,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1237,913539,NDP MK4,NDP MK4,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1238,913540,NDP MK5,NDP MK5,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1239,913541,NDP MK6,NDP MK6,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1240,913542,NDP SK1,NDP SK1,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1241,913543,NDP SK2,NDP SK2,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1242,913544,NDP SK3,NDP SK3,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1243,913546,NDP SK5,NDP SK5,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1244,913547,NDP SK6,NDP SK6,Others,Others,Others,Others,Others,NULL,NULL,47:12.1,1,1
1245,913554,20 pcs Nuggets (Delivery offer),20 Nuggets,Non-COB Protein,Nugget,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,10,1
1246,913555,6 pcs Chicken - 6 pcs COB (choice of O.R./H.C.),6pcs Chicken Tuesday (COB),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Buddy Meal,NULL,NULL,07:10.0,6,1
1247,913556,Chicken Tuesday 'N Cheese Fries - 3 pcs O.R. - 3 pcs H.C. - 2 Cheese Fries,6pcs Chicken Tuesday (COB) + Cheese Fries,Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Buddy Meal,NULL,NULL,07:10.0,6,1
1248,913562,White Grape Cone,Froyo Cone,Desserts,Froyo (White Grape),LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1249,913563,White Grape Cup,Froyo Cup,Desserts,Froyo (White Grape),LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1250,913564,White Grape Cup w/ Froot Loops,Froyo Cup w Topping (Froot Loops),Desserts,Froyo (White Grape),LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1251,913565,White Grape Cup w/ Crushed Oreos,Froyo Cup w Topping (Crushed Oreos),Desserts,Froyo (White Grape),LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1252,913566,White Grape Cup w/ Chocolate Chips,Froyo Cup w Topping (Chocolate Chips),Desserts,Froyo (White Grape),LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1253,913567,White Grape Cup w/ Chocolate Sauce,Froyo Cup w Topping (Chocolate Sauce),Desserts,Froyo (White Grape),LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1254,913568,White Grape Cup w/ Strawberry,Froyo Cup w Topping (Strawberry Sauce),Desserts,Froyo (White Grape),LTO,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,1,1
1255,913574,Free Froot Loops Topping,Froot Loops,Desserts,Froyo (Toppings),Permanent,LTO: New Product Launch,Add-on,NULL,NULL,47:12.1,1,1
1256,913575,Free Crushed Oreos Topping,Crushed Oreas,Desserts,Froyo (Toppings),Permanent,LTO: New Product Launch,Add-on,NULL,NULL,47:12.1,1,1
1257,913576,Free Chocolate Chips Topping,Chocolate Chips,Desserts,Froyo (Toppings),Permanent,LTO: New Product Launch,Add-on,NULL,NULL,47:12.1,1,1
1258,913577,Free Chocolate Sauce Topping,Chocolate Sauce,Desserts,Froyo (Toppings),Permanent,LTO: New Product Launch,Add-on,NULL,NULL,47:12.1,1,1
1259,913584,$1 Zinger (Lazada GSS),1 Zinger Burger (Lazada GSS),Portables,Zinger Burger,Permanent,LTO: Partnership,Ala Carte,NULL,NULL,07:10.0,13,1
1260,913608,2pcs Chicken,2pcs Meal_NDP (Catering Menu),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
1261,913609,2pcs Chicken,2pcs Meal_NDP (Catering Menu),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
1262,913618,Weekday 2 - 5pm Special 10 pcs for $15 - 10 pcs Chicken (choice of O.R. / H.C.),10pcs (COB) 2-5pm Weekday Special,Chicken-on-bone,Classic COB,Permanent,Permanent: Occasional,Ala Carte,NULL,NULL,07:10.0,1,1
1263,913619,$6 Meal Completer - 6 pcs Nuggets - 2 med Whipped Potato,6pcs Nuggets + 2 WP (Med) ($6 Meal Completer),Non-COB Protein,Nugget,Permanent,Permanent: Occasional,Add-on,NULL,NULL,47:12.1,1,1
1264,913620,$6 Meal Completer - 6 pcs Nuggets - 2 med Whipped Potato,Completer (Sides),Non-COB Protein,Nugget,Permanent,Permanent: Occasional,Add-on,NULL,NULL,47:12.1,1,1
1265,913627,Voucher Redemption - 3 pcs Chicken Meal (OR) - 1 reg Whipped Potato - 1 reg Coleslaw - 1 med Iced Milo,3pcs Meal (Iced Milo) (Voucher),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
1266,913628,Voucher Redemption - 3 pcs Chicken Meal (HC) - 1 reg Whipped Potato - 1 reg Coleslaw - 1 med Iced Milo,3pcs Meal (Iced Milo) (Voucher),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,6,1
1267,913629,Voucher Redemption - Breakfast Deal - 1  a.m. Riser Burger - 1 Hash Brown - 1 Pancakes Platter - 2 med Iced Milo,Riser Meal (Voucher Redemption),Burgers & Twisters,Riser Burger,Permanent,LTO: Disruptive Value,Individual Meal,NULL,NULL,07:10.0,15,1
1268,913630,Voucher Redemption - 3 Med Milo ,3 Iced Milo_Med (Voucher),Beverage,Milo,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,1,1
1269,913637,"Curry Crunch Box - 2 pcs Curry Crunch (choice of CC, OR or HC) - 2 pcs Crispy Tenders - 1 reg Whipped Potato (open for Sides trade-up/change) - 1 reg Fries (open for Sides trade-up/change) - 1 reg Sjora (open for drink change / trade-up",2pcs Special Box (Curry Crunch),Chicken-on-bone,Curry Crunch,LTO,LTO: New Product Launch,Box Meal,NULL,NULL,53:55.1,21,1
1270,913644,-25 pcs Nuggets -4 tubs Chipotle BBQ Sauce,Chick'N Share (25 Nuggets),Non-COB Protein,Nugget,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,10,1
1271,913645,3HC 2OR,Chick'N Share (5pcs COB),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,6,1
1272,913646,-10 pcs Tenders -2 tubs Honey Mustard Sauce -1 tub Smoky Chipotle BBQ Sauce,10pcs Tender,Non-COB Protein,Hot & Crispy Tender,Permanent,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,16,1
1273,913647,-25 pcs Nuggets -4 tubs Chipotle BBQ Sauce,Chick'N Share (25 Nuggets),Non-COB Protein,Nugget,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,10,1
1274,913648,3HC 2OR,Chick'N Share (5pcs COB),Chicken-on-bone,Classic COB,Permanent,LTO: Disruptive Value,Ala Carte,NULL,NULL,07:10.0,6,1
1275,913649,-10 pcs Tenders -2 tubs Honey Mustard Sauce -1 tub Smoky Chipotle BBQ Sauce,10pcs Tender,Non-COB Protein,Hot & Crispy Tender,Permanent,LTO: New Product Launch,Ala Carte,NULL,NULL,07:10.0,16,1
